id,method,model,config,chunk,variable,value
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,1,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,0,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,9,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,11,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,9,count,4.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,8,count,4.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,7,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,6,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,10,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,4,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,3,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,2,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,1,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,0,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,5,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,15,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,14,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,13,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,12,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,11,count,1.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,10,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,9,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,8,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,5,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,6,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,4,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,3,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,2,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,1,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,0,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,16,count,0.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,7,count,1.0
MOTChallenge - DIC,Trackmate,Mask Detector + Advanced Kalman Tracker,,17,count,0.0
